user id,product id,score,time,text
amb2z4fmdbwqy,b004r8fko2,5,1317168000,so creamy and smooth great for baking as well as sandwiches
aerby54rwpso9,b004r8fko2,3,1316736000,comparable to skippy
a350hrb16yux9p,b004r8fko2,4,1316649600,very good taste but the heath concious beware
a353u0l2hamshv,b006n3i69a,3,1303776000,dont bother unless you actually like instant coffee
a3ir834t7arobt,b006n3i69a,3,1295568000,micro grind
a1x1ceghthmbl1,b001eq4qjk,5,1339027200,milder than most of the bold flavors with a slight zing of lime citrus flavor
a3qnqqkjtl76h0,b001eq4qjk,4,1338940800,can i offer you ladies a cool beverage or a tasty snack
a1x1ceghthmbl1,b001eq4qjk,5,1338681600,bold bbq taste that is not too spicy
a1x1ceghthmbl1,b001eq4qjk,5,1338595200,crunchy almond treat with a sassy jalapeno kick
a1x1ceghthmbl1,b001eq4qjk,5,1338076800,a hot bold and tasty snack
a2n2x7l7lb3s6x,b001eq4qjk,5,1337558400,great flavor
a3qnqqkjtl76h0,b001eq4qjk,4,1337472000,not habaneroy at all but still insanely addicting
a2n2x7l7lb3s6x,b001eq4qjk,5,1337299200,great flavor
a1tmavn4cem8u8,b001eq4qjk,5,1336348800,my 7th favorite flavor
a1tmavn4cem8u8,b001eq4qjk,5,1335398400,my 4th favorite flavor
a1tmavn4cem8u8,b001eq4qjk,5,1334880000,my 9th favorite flavor
a6yeahcvohkwm,b001eq4qjk,5,1323993600,smokin
a1xfkwar5stf0,b001eq4qjk,5,1321488000,great flavor smart packaging
a1g60anyi0hmeu,b001eq4qjk,5,1319846400,the best almond flavor out there how could something so delish be so good for you
a1g60anyi0hmeu,b001eq4qjk,4,1319241600,not as crunchy as the other blue diamond flavors
a2rhi9qsu2h31e,b001eq4qjk,5,1312243200,delicious snack
a2ir38z1e9bc98,b001eq4qjk,5,1305417600,fresh tasty
a1e8f0ayfxpcrb,b001eq4qjk,5,1293580800,amazing
a13qlftu0i8psz,b001eq4qjk,5,1290643200,yum
a13qlftu0i8psz,b001eq4qjk,5,1290643200,yum
a2rhi9qsu2h31e,b001eq4qjk,5,1284854400,delicious and good value we will definitely order again
asliirp3rges6,b001eq4qjk,4,1263168000,wakes me right up
a1wx42m589vamq,b001eq4qjk,5,1231113600,absolutely the yummiest of the blue diamond flavored almonds
aibrtgbn07d6a,b001eq4qjk,4,1224460800,you can definitely taste the salt vinegar
a1g60anyi0hmeu,b001eq4qjk,4,1319846400,a nice enough flavor but i wouldnt describe it as either blazin or buffalo wing
a1scanwwqteg9i,b001eq4qjk,3,1310601600,not the best flavor
a1n5fscyn4796f,b001eq4qjk,3,1260230400,not as balanced as other bold flavors but not bad
a2n2x7l7lb3s6x,b001eq4qjk,3,1337212800,taste kind of strange
a4jsqfckvkx2a,b001eq4qjk,5,1271548800,the 2nd best nut of man
a1pmhz9an1efei,b001eq4qjk,3,1296604800,eh theyre all right
a2hhszxisp0tki,b001eq4qjk,2,1335744000,i didnt know
arrnoa2h9v4zz,b001eq4qjk,2,1295827200,not what i hoped for but probably shouldve expected
a4jsqfckvkx2a,b001eq4qjk,1,1271548800,wheres the lime
a10tygme2fqho7,b001eq4qjk,5,1239667200,i love this stuff
a1g60anyi0hmeu,b001eq4qjk,5,1319846400,very tasty but not very habaneroy
a2kp45do3ry4rg,b001eq4qjk,5,1320019200,just right for this low carb snacker
a1n5fscyn4796f,b001eq4qjk,5,1251244800,a great spicy healthy snack
a361plxewb9uc1,b001eq4qjk,5,1206489600,reallllllly good
a1tmavn4cem8u8,b001eq4qjk,5,1336348800,my 10th favorite flavor
a7ek88gf8n40f,b001eq4qjk,5,1328745600,incredible
a1pmhz9an1efei,b001eq4qjk,5,1296604800,these things freaking rock
a1tmavn4cem8u8,b001eq4qjk,5,1336348800,my 7th favorite flavor
a3oxhlg6dibrw8,b001eq4qjk,5,1329609600,great spicy snack highly recommended
a1scanwwqteg9i,b001eq4qjk,3,1316044800,only for lime lovers
aeo407gror6jb,b001eq4qjk,5,1312243200,delicious and addictive
a2rhi9qsu2h31e,b001eq4qjk,5,1273363200,delicious spicy almonds
a2vbl3jmmb282u,b001eq4qjk,5,1350777600,they loved it
a3qxjdenz9dgfu,b001eq4qjk,4,1343088000,tasty almonds
a1x1ceghthmbl1,b001eq4qjk,4,1339286400,a good flavor but not bold in comparison to some of the other flavors and more salt
a2yhxazlcldt8d,b005d8vofo,5,1279843200,great taste plus healthy
ayomahlwrqhug,b005d8vofo,5,1281657600,now my favorite breakfast bar
a27ulpk1rgcnu6,b005d8vofo,3,1350172800,recall notice
a1rrmzkomz2m7j,b005d8vofo,4,1280361600,decent but heavy on the peanuts
a2aod7254mcksh,b005d8vofo,5,1327017600,they love these
a3h7npndmglou4,b005d8vofo,3,1322697600,i like these bars but they dont like me
a1r377ipzoklmm,b005d8vofo,5,1280534400,delicious nut bars
a3bh49zkeshdid,b000yhnqsc,5,1289865600,a best buy
a2kzrk2t9kfa0x,b0036b8b0q,5,1329350400,even i eat these
a2udujg17i8s1,b000a2bcjg,3,1258070400,buy gu
as6sh2jm2yy3h,b000a2bcjg,4,1270857600,not sure im using this gel to its full potential easy to use and carry
a1xfkwar5stf0,b000a2bcjg,2,1160006400,interesting product
a2l01339xv496v,b001chfsuw,2,1263340800,not so great
at9u5ze5oo84c,b001chfsuw,5,1182988800,my college kids favorite
a3z9qn0rcohey,b001chfsuw,4,1219017600,great flavor
abahkmfeht8k1,b001chfsuw,5,1272499200,gloria jean vs van houtte
a2yyuoxgl9jgzt,b005dfl4pm,5,1338681600,fantastic
a3v1a3c9dtlpme,b005dfl4pm,4,1337472000,a tasty alternative
a2asw6l6ieku5l,b005dfl4pm,4,1328659200,low calorie alternative
a19123d9g66e0o,b005dfl4pm,2,1337299200,not peanut butter peanut flavored peanut butter
a2i6ffcue6kid9,b005dfl4pm,1,1338854400,unimpressed
a1n5fscyn4796f,b005dfl4pm,5,1341878400,perhaps my favorite food in the world
a15s9oh2ig6vvd,b005dfl4pm,4,1341619200,yummy even if not quite chocolatey enough
aec90gpfklaaw,b005dfl4pm,5,1325808000,low fat low sodium great for baking or smoothies
a19123d9g66e0o,b005dfl4pm,2,1337299200,not peanut butter peanut flavored peanut butter
a2to2bn3p4c00l,b005dfl4pm,3,1348531200,not much if any chocolate flavor
a1cbnubpzpwh5d,b007tjgy4q,5,1216425600,my favorite kcup coffee
a2ewe0gmbbuvmj,b007tjgy4q,5,1186704000,an acceptable northwest brew
a4qxtn3k865nr,b007tjgy4q,5,1206662400,bold black tiger the best
a2sh7owe8qjync,b007tjgy4q,5,1211068800,roar
a1op7o7olh0akm,b007tjgy4q,3,1243209600,soso
a361plxewb9uc1,b007tjgy4q,1,1203984000,nice and strong but too much carbon
ayomahlwrqhug,b007tjgy4q,4,1187913600,one of the better kcups
a9nxtc0htpsdo,b001f0rrtq,3,1226707200,two in one
a1kzuxe70gyngo,b007tjgy46,4,1350518400,ground control can you hear me
a1bjhze41qwbx6,b007tjgy46,5,1349568000,coffee people jet fuel dark roast kcup portion pack for keurig brewers pack of 50
a2ysfkx18xthed,b007tjgy46,1,1338249600,burnt not bold
a33rec3j2ju2el,b007tjgy46,5,1245974400,extra bold flavor and green packaging finally
aiodqva7w10yl,b007tjgy46,5,1335139200,a top favorite strong coffee
a26nfiq7kwi8y7,b007tjgy46,3,1329696000,weak to my taste
a2lif95n23rt72,b007tjgy46,5,1319932800,as good as treehugger
a2f7xe4eb2cry2,b007tjgy46,3,1308787200,not badnot for everyday for me
a10pexb6xaq5xf,b007tjgy46,5,1320278400,good coffee that packs a little punch
a35r32ta60xd57,b007tjgy46,3,1289174400,too much of a bite for me
az65w8c4cpkst,b007tjgy46,5,1302998400,best xbold
a2kuuwp4zzmobp,b007tjgy46,5,1286755200,one of the best extra bold kcups out there
a2fs9cycwc6hlw,b007tjgy46,5,1280534400,coffee people jet fuel kcups for keurig brewers pack of 50 amazon frustrationfree packaging
a30x750m8v1xxw,b000fi61oq,5,1222992000,sprouted in just 3 days
a28qtvefqx6y9x,b000fi61oq,5,1239235200,growing great
adlvffe4vbt8,b000fi61oq,4,1229731200,happy with the herbs
a2ssv6km3w1vfd,b000fi61oq,1,1205366400,dont waste your money
a31ystichfyn7o,b000fi61oq,4,1246579200,salsa garden seed kit more work than the herb kit
a1iu7s4hck1xk0,b000fi61oq,5,1189036800,best kit from aerogarden ive tried to date
az5x928cqprjn,b000fi61oq,1,1216339200,skip this one
a1zpy91ve3idn1,b000fi61oq,3,1277769600,chili peppers seed kit not very fruitful
a1dj9foeoa0wf1,b004ovwqda,4,1334620800,takes getting used to
a2y4s4cngkf21s,b004ovwqda,5,1327622400,delicious refreshing
a3ucn2rgy7o6s1,b004ovwqda,5,1306972800,excellent
a29jag9ml7c9dr,b004ovwqda,5,1334880000,tastes exactly like what i get when i cut into a young coconut
a6kl17kkn0a5l,b004ovwqda,5,1305244800,wow totally different from vitacoco but better
a219wuop4bnux1,b0030vj97q,5,1325980800,fish for baby
a1s6hk2r1kuc5e,b0030vj97q,5,1318291200,triplets love this
a1s6hk2r1kuc5e,b0030vj97q,5,1318291200,triplets love this
a2mf0c4e7gyci,b0030vj97q,5,1317686400,my son loves this
a2mf0c4e7gyci,b0030vj97q,5,1305331200,my son loves this
a2mf0c4e7gyci,b0030vj97q,5,1305331200,my son loves this
a4dtm6b4ibyqx,b0030vj97q,5,1298851200,texture and taste
a2bt4nqwous5c0,b0030vj97q,5,1283299200,easy and tasty
a19sxbqwy5y4yw,b0030vj97q,3,1290556800,ish
a4dtm6b4ibyqx,b0030vj97q,5,1296950400,l o v e chick chick
atihdhzynq0ei,b0030vj97q,5,1270425600,organic and tasty
a2p7te7cvqahh7,b0030vj97q,5,1303862400,dont give up and give it more then one try
a6lamy7z10bbj,b0030vj97q,5,1286928000,baby loves it
a20p8vc55kppct,b0030vj97q,5,1274486400,these pouches are great
atihdhzynq0ei,b0030vj97q,5,1270425600,organic and tasty
a4dtm6b4ibyqx,b0030vj97q,2,1299888000,um no thanks sorry happy baby
a20p8vc55kppct,b0030vj97q,5,1274486400,these pouches are great
a1s6hk2r1kuc5e,b0030vj97q,5,1318291200,triplets love this
a6lamy7z10bbj,b0030vj97q,1,1286928000,icky mama grain
a2bt4nqwous5c0,b0030vj97q,5,1283299200,delicious introduction to solids
a20p8vc55kppct,b0030vj97q,5,1274486400,these pouches are great
a2p7te7cvqahh7,b0030vj97q,5,1302998400,my baby loves it
atihdhzynq0ei,b0030vj97q,5,1270425600,organic and tasty
aiodqva7w10yl,b007pa30zu,4,1335398400,good and strong coffee
a3nvnhj1sjw080,b007pa30zu,4,1333843200,nice strong cupnot bitter
a3joynyl458qhp,b007pa30zu,5,1333065600,a strong cofe
a26nfiq7kwi8y7,b007pa30zu,5,1329696000,another green mountain hit
a31b049upn0ox5,b007pa30zu,3,1324252800,decent
a1vgxhhr08g044,b007pa30zu,3,1323302400,strong but flat lacking definition
a3pjz8tu8fdq1k,b007pa30zu,4,1296259200,tres intense kcup blend stronger than the usual fare
a2oh0yz2xeqa63,b007pa30zu,4,1309824000,espresso at home
a2nvx117efiw7q,b007pa30zu,4,1283644800,good coffee
a17hmm1m7t9pj1,b007pa30zu,5,1267142400,an excellent dark coffee if you like a little bite in the morning
a10pexb6xaq5xf,b007pa30zu,4,1301356800,nice cup thats a little stronger but not too strong
a1p27bgf8nai29,b007pa30zu,5,1239840000,smooth and rich
a3bfdebt5iv4un,b007pa30zu,5,1325548800,hits the spot in the morning
aqqlwcmrndfgi,b007pa30zu,4,1344643200,nice bold taste
a3ke6tmmh3bg00,b001pmc3o8,1,1263772800,none of my cats will touch this stuff
a1z4lx3q1ymf84,b001pmc3o8,2,1331510400,none of the five cats will eat it
a137y8dxkxiej,b001pmc3o8,1,1302134400,took a gamble on this product and lost
a1k82r24roo2i7,b001pmc3o8,5,1254873600,happy whiskers and two paws way up
a14rzupw44kcpf,b001pmc3o8,5,1317945600,happy cat house
a2pnou7nxb1je4,b001pmc3o8,3,1303689600,3 for chicken brown rice 0 for beef flavor
a2g9m92c9fbuep,b001pmc3o8,4,1290038400,good quality food but amazons ingredient listing is incorrect
a11otledsw8zxd,b001pmc3o8,3,1305849600,my cat wouldnt eat the beef
a2s7mfzvv9ip43,b001pmc3o8,1,1344384000,cat wont eat it
a101p2khwcu0g6,b001pmc3o8,4,1325116800,why the fillers and guar gum sigh
a18v316u2hxale,b001pmc3o8,5,1314662400,cat loves it
a3ke6tmmh3bg00,b001pmc3o8,1,1263772800,none of my cats will touch this stuff
a3bsvevbv9rzs2,b001pmc3o8,3,1349481600,watch for dented cans i will rerate this product later
a325rwa8lhk2qj,b001pmc3o8,3,1342224000,i wish this worked with our little darlings
a2uczawan5qmjq,b001pmc3o8,2,1340409600,cats arent fond of it
a35r32ta60xd57,b001pmc3o8,1,1332547200,totally disgusting
a35x2jji49obzp,b004867t24,4,1322956800,the cats loved it
a379ib3eyael5,b004867t24,4,1322697600,dogs liked it
a3t0oth5072yre,b004867t24,3,1322265600,grilled tuna treats by petite cuisine
ak0cenm3lum28,b004867t24,4,1321920000,great taste but packaging needs rework
aq8du6xva3usj,b004867t24,4,1321920000,3 cats and 1 human opine
a2szlnsi5koqjt,b004867t24,4,1322697600,cats love grilled tuna owner hates the packaging
a2bcdzo1xqldh,b004867t24,3,1322611200,nice but messy treat
a3q4tyjvam4irm,b004867t24,5,1322524800,more wetfood than treats but the cats love it
a3fkgkuci3dg9u,b004867t24,5,1322179200,cats love it
a23e9zps2rqzs0,b004867t24,5,1321920000,messy tuna
a2htps0jv3q8zd,b004867t24,2,1322611200,good but expensive
as6sh2jm2yy3h,b004867t24,3,1322179200,what cat wouldnt like tuna
a27o5zufaewt9l,b004867t24,4,1332115200,expensive
a2e2pa6unk1e05,b004867t24,3,1328745600,it all depends
a1q7a78vsq5gq4,b004867t24,4,1327449600,kitty seems to really like this she better
a3gfk7f5iuf60x,b004867t24,3,1326240000,seems overpriced and pointless
ag6jwi77umets,b004867t24,4,1323907200,cats loved itbut packaging puts up a fight
a9nxtc0htpsdo,b004867t24,4,1323907200,cat dog both like it
a3jloixfm75qnv,b004867t24,4,1323907200,my cat loved these
a19xbw5wudh1z,b004867t24,3,1323907200,i really dont see the need for this
a58n07m0zcymb,b004867t24,5,1323734400,every day is a caturday
ab0y33g717hou,b004867t24,4,1323043200,the cat loves it but it would be cheaper to buy tuna steaks and grill them for him
aqll2r1ppr46x,b004867t24,3,1322697600,great quality but price too high
a91tb0wx94mhp,b004867t24,4,1322697600,all my pets loved it
a3eap2vg0bvywx,b004867t24,5,1322524800,massive massive kitty attacks over this
a2nmqwbdwt3sqf,b004867t24,5,1322524800,cats love this stuff
aoedwqlh2wkkw,b004867t24,5,1322438400,cats like it smells like tuna
an0u0gnjjpeur,b004867t24,4,1322438400,cat loved it so of course it costs a lot
acea95fqs1avp,b004867t24,5,1322438400,pricey but very high quality
a235ufzgcfn3j5,b004867t24,4,1322438400,tasty snack for cats that like tuna
ajlw1dzshovgw,b004867t24,5,1322179200,scrumptious lots of meows and barks
a2i05fgbtcrrb8,b004867t24,5,1321920000,cat approved
a87rt63v7smd3,b004867t24,5,1321920000,cats go crazy
a1ljr5is0b6adx,b004867t24,2,1322438400,it isnt a good sign when 2 epicurious cats dont like gourmet food
a7eu2bwllcjy2,b004867t24,5,1325376000,not just for cats
a2h2i5fy1puhp1,b004867t24,3,1324857600,not too well received for the price
a2nubl2uywpbwr,b004867t24,4,1323043200,real tuna steaks
a37gfkv81al1vf,b00438xvgu,5,1321228800,awesome taste portability and convenience cheaper than buying coffee at starbucks
a2s78hc3ga9w8m,b00438xvgu,5,1311811200,great for iced coffee
a2jp9e1h0sf392,b00438xvgu,2,1325203200,not comparable to brewed starbucks coffee
a3w43zv9nivhce,b00438xvgu,3,1293235200,not as good
a3e5kpdj9omgl3,b00438xvgu,3,1347667200,expiration date too close
ajck6oknwgiyg,b00438xvgu,5,1295827200,best brand of instant coffee
as6sh2jm2yy3h,b00438xvgu,4,1343865600,there is better coffee but this is one of the best and convenient instant brews
a2utu1t0p7ytsg,b00438xvgu,4,1315872000,not real coffee but good enough
a3p84tzx9x1b3x,b00438xvgu,5,1296950400,best instant coffee out there
a20eewwsfmz1pn,b00438xvgu,5,1342828800,take a sharp object to defend your self
a88wk54wgj15t,b00438xvgu,5,1288915200,love this columbian
a2m9d9bdhonv3y,b00438xvgu,5,1285891200,deep dark and delicious
a3td1o4ec26nt2,b00438xvgu,5,1334102400,wow are these handy
aygj96w5kqmuj,b00438xvgu,5,1304640000,great for that extra cup of coffee
aq52jx9es6xyy,b00438xvgu,5,1303862400,heaven for decaf drinkers
a3vd6krew99x02,b00438xvgu,4,1345420800,as good as instant coffee gets
a2utu1t0p7ytsg,b0085yb426,2,1310342400,watered down way too light
a2nvx117efiw7q,b0085yb426,4,1285286400,great medium roast brew
a2szlnsi5koqjt,b0085yb426,3,1285286400,ok medium blend coffee slightly bitter
a3nvnhj1sjw080,b0085yb426,5,1274313600,my clients wait for their timothys cup
a241hdiohzjrbr,b002an8gxs,5,1332806400,used this for a starved rescue hound
at0j9ip8xd95f,b002an8gxs,5,1325376000,feed my two dogs only wellness brand consistently on top ten canned dog food lists
a2asw6l6ieku5l,b002an8gxs,5,1305244800,wellness dog food
amq1meg334sap,b002an8gxs,2,1331596800,pricey stuff and hardens up real fast
a1bl2tce749nb8,b002an8gxs,5,1322179200,best for pets
a7c7qg6o3zhxd,b002an8gxs,5,1337644800,tasty topper my dog loves
a3rnrxom5j2c93,b002an8gxs,4,1332892800,wellnes dog food
a35tic6b8mvkwg,b002an8gxs,5,1329091200,excellent dog food
at0j9ip8xd95f,b002an8gxs,5,1325376000,consistently in the top ten recommended canned dog foods
agpljlvq47qlt,b002an8gxs,5,1322870400,doomhammer approved
adhb7jk4m6j7k,b002an8gxs,5,1315785600,almost as good as the lamb
a2hgh80egnoo1i,b002an8gxs,5,1298160000,dogs cant wait
a24pzr4w555wqi,b002an8gxs,5,1294617600,my dogs love wellness
a3jzjqhy3159iq,b002an8gxs,4,1350259200,looks like pate meh 1 star
aodwfjhmnl0fg,b002an8gxs,5,1349136000,homemade food
a2ay4yuox2n1bq,b002an8gxs,4,1342656000,perfect as an occasional supplement
a1bl2tce749nb8,b002an8gxs,5,1322179200,wholesome food
arigm9knmlqnw,b002an8gxs,5,1320883200,just what was expected
a1bl2tce749nb8,b002an8gxs,5,1319241600,change of pace
adhb7jk4m6j7k,b002an8gxs,5,1315785600,favorite of my dogs food
a1tqqqayedey6b,b002an8gxs,5,1303257600,a really good product
a2hgh80egnoo1i,b002an8gxs,5,1299974400,dogs cant wait
a24pzr4w555wqi,b002an8gxs,5,1294617600,my dogs love wellness
a8fjhpcmkr28f,b002an8gxs,5,1288656000,so happy with wellness
a8fjhpcmkr28f,b002an8gxs,5,1282867200,healthy dog at last
a2iubjjbh9pf9r,b002an8gxs,5,1271462400,excellent product
a1ol6obzgr6rgb,b002an8gxs,4,1283472000,stinky but my dogs love it
adhb7jk4m6j7k,b002an8gxs,3,1315785600,started out okay but became a lost cause
a2344608ct2821,b002an8gxs,3,1220832000,okay
a3bh49zkeshdid,b0014wyxyw,5,1226707200,good blackberry flavored natural fruit drink
a3m174ic0vxos2,b0014wyxyw,4,1210550400,have another izze
a1er5ays3fq9o3,b0014wyxyw,4,1209513600,we all loved this juice
awpodhob4gfwl,b0014wyxyw,5,1209686400,refreshing bargain beverage
ajck6oknwgiyg,b0014wyxyw,4,1296000000,my least favorite flavor of izze
a3peczx773me74,b0014wyxyw,4,1211068800,blackberry juice water
acyr6o588usk,b0014wyxyw,5,1210809600,sweet and sparkling
aorgkbnqz83o8,b0014wyxyw,5,1210377600,very wellcrafted beverage
a2rhv42btjsvon,b0014wyxyw,5,1210118400,fizzy and refreshing
aq6agwkwmty8h,b0014wyxyw,4,1210636800,a superior beverage a review of blackberry izze
a2sh7owe8qjync,b0014wyxyw,3,1208995200,several flavors are too sweet to drink uncut
a2vjj2poclmed7,b002y2qt2k,5,1314057600,read the title peoplethis is 100 chicory
ay1ef0goh80ek,b002y2qt2k,5,1301529600,this makes such a better cold brew
ao09rwv40ix78,b002y2qt2k,5,1343001600,chicory is not coffee please read
a2mojanfpx353g,b002y2qt2k,5,1344124800,if you enjoy the taste of chickory in your coffee this is the way to go
a17ur3nrlarxch,b004ll97eo,5,1215820800,great chips
a2utz7hh4ukdzw,b004ll97eo,5,1241740800,better than the other chips i purchased
a22pubssnp54l,b004ll97eo,5,1185926400,addicted to these chips
a39y59c6ftc0gl,b004ll97eo,5,1243468800,delicous
a3e9ojwhmxmyyf,b004ll97eo,5,1180310400,best pepper chips out there
ads5apy1nktl4,b004ll97eo,5,1323734400,ranch isnt only good with tortilla chips
aqqlwcmrndfgi,b004ll97eo,4,1287878400,yummy chips
a36gedlb5a5mj,b004ll97eo,5,1257724800,delicious good thing the bags arent any bigger
a3e9ojwhmxmyyf,b004ll97eo,5,1196294400,my favorite kettle brand chips
axj1qybul86on,b004ll97eo,5,1348531200,these are very hearty and tasty chips
a26n3glfuns4nl,b004ll97eo,5,1347840000,wownot for the faint of heart or weak of teeth
a1q7a78vsq5gq4,b004ll97eo,5,1316304000,these are greatnice texture really crispy super treat worth the calories
ayb4elcs5am8p,b004ll97eo,5,1300665600,excellent
a2m8jq3ame7878,b004ll97eo,4,1297036800,yum but a little pricey for chips
ajck6oknwgiyg,b004ll97eo,5,1295827200,great chips
a3j171nbgibyaw,b004ll97eo,4,1288569600,cant eat just one
a2qdojfflfgf18,b004ll97eo,5,1271808000,love them
a30armf3jekejy,b004ll97eo,4,1268870400,always delicious and always expensive
a33k20v4dnlvrf,b004ll97eo,5,1259971200,a very tasty chip
a3pz4axty9j1dz,b004ll97eo,5,1295913600,a salty spicy crispy delight
a1aq2w2r4sovgn,b004ll97eo,1,1195516800,check the label
a2b5oi74ehgvh1,b004ll97eo,1,1262304000,beware
a2no1txxs9t0ee,b000lkxbl4,4,1335398400,hard
a1irn1m05tpovt,b000lkxbl4,5,1334620800,kettle potato chips fully loaded baked potato
a1y3xpzk9zadfw,b000lkxbl4,4,1334016000,glad to find them in 1 oz size
a1y3xpzk9zadfw,b000lkxbl4,4,1334016000,pretty good could be better
a1irn1m05tpovt,b000lkxbl4,5,1331078400,kettle potato chips sweet onion
a2oeurogzdtxuj,b000lkxbl4,5,1327881600,delicious
a22pubssnp54l,b000lkxbl4,5,1326672000,i love these chips they are thick and crunchy
a15usneajuxosh,b000lkxbl4,4,1326067200,quite good
a15usneajuxosh,b000lkxbl4,5,1326067200,delicious
a2bljggwn8gtxq,b000lkxbl4,5,1325721600,salty and vinegary
a33plz7sd5mcg0,b000lkxbl4,4,1315699200,a unique flavor for fans of thai food
a35jpd8q492fjc,b000lkxbl4,5,1304640000,yowzah
ayb4elcs5am8p,b000lkxbl4,5,1300579200,excellent
a2goe7itdgyve,b000lkxbl4,5,1297900800,tangy goodness
a3pz4axty9j1dz,b000lkxbl4,4,1295913600,a delicious crisp chip with good flavor
a2mugfv2tdq47k,b000lkxbl4,3,1288915200,an acquired taste
a2zefdvx4x5tpx,b000lkxbl4,4,1249430400,not quite the best
a3rmgikuwgpzok,b000lkxbl4,5,1245024000,one of their best flavors
a56jfsluchi4j,b000lkxbl4,5,1237334400,highly addicitive chips
a1dw1fk1h3f2tm,b000lkxbl4,5,1231977600,these are awesome
a3pjz8tu8fdq1k,b000lkxbl4,5,1231718400,one bite and youll become a chippoisseur
a3pjz8tu8fdq1k,b000lkxbl4,5,1231718400,crunchy salty sweetfinally a superbowl snack that scooores
a17ur3nrlarxch,b000lkxbl4,4,1221091200,good chips more cheese
a31n6kb160o508,b000lkxbl4,4,1219795200,pretty good tasting chip
a3mlesxa2vgwjc,b000lkxbl4,4,1217376000,best sour cream onion chip ive had
a3uco7b9hp42bg,b000lkxbl4,5,1217203200,great chips
a1rrhet1qip1yk,b000lkxbl4,5,1215302400,great chip
aohrhpjp38llt,b000lkxbl4,2,1214784000,70 of the chips in the bag are over cooked
a31n6kb160o508,b000lkxbl4,4,1214006400,not bad but a little hard to get used to
a31n6kb160o508,b000lkxbl4,4,1214006400,firm quality chip
a1wq3ugxpt15vi,b000lkxbl4,2,1213920000,not very creamy or chivey
a1b05inwidz74o,b000lkxbl4,3,1213142400,prefer other flavors
a1b05inwidz74o,b000lkxbl4,5,1212451200,these will be habit forming
a2oayim13wixch,b000lkxbl4,5,1206662400,the best chips ever
a2oeurogzdtxuj,b000lkxbl4,4,1327968000,i like them
a30h2335om7rd6,b000lkxbl4,5,1316649600,love kettle chips
a39y59c6ftc0gl,b000lkxbl4,2,1247788800,love kettle chips but not this flavor
a2zcd6ko2yy9iz,b000lkxbl4,5,1200700800,tasty
a2c18ch1yc6byt,b000lkxbl4,4,1314403200,crisp
a2m8jq3ame7878,b000lkxbl4,3,1297036800,vinegar not my taste
a3b6toexsqvo24,b000lkxbl4,5,1292457600,spicy thai chips
a38kp1poq191wt,b000lkxbl4,1,1279065600,i have had better jalapeno kettle chips
a4ndpxcykrcy2,b000lkxbl4,2,1258588800,potato chips
aybyydvv5abje,b000lkxbl4,3,1251244800,too much flavor
a3mfu0gvzuvh3k,b000lkxbl4,5,1207094400,love at first bite tonguepuckering tang and crunch
acyr6o588usk,b000lkxbl4,5,1200614400,delicious extra crunchy
a1mfg9e45rx5ow,b000lkxbl4,5,1202688000,best salt vinegar
ay1ef0goh80ek,b000lkxbl4,5,1327708800,do not miss the salt
awlk6nssv0yna,b000lkxbl4,5,1234915200,great deal
a3cn9ccjunipkt,b000lkxbl4,3,1184198400,gaaak an extreme potato chip
a2a1xysb692l6j,b000lkxbl4,5,1309046400,c h i pc h i ph o o r a y b a c k y a r db a r b e c u e
a3rmgikuwgpzok,b000lkxbl4,3,1245024000,not the best
a2tn9c5e4a0i3f,b000lkxbl4,1,1285632000,stale beware buying these on special
a3gjq3w0t0kweo,b000lkxbl4,1,1328918400,used to be my favorite chips
a2b5oi74ehgvh1,b000lkxbl4,1,1273017600,dripping in oil
a3d7fubg14qwkx,b000lkxbl4,1,1330732800,garbage
apa1glnhf6k9h,b000lkxbl4,1,1226880000,theyre not madhouse munchies
ar7taeeudhmub,b000lkxbl4,1,1294272000,kettle chips make great mouse food
ads5apy1nktl4,b000lkxbl4,5,1175040000,great hot new flavor
ag7ef0svbqoux,b000lkxbl4,5,1323388800,my favorite flavor
a3rmgikuwgpzok,b000lkxbl4,5,1252108800,great chip
a3pjz8tu8fdq1k,b000lkxbl4,5,1231718400,one bite and youll become a chippoisseur
a1q7a78vsq5gq4,b000lkxbl4,5,1249344000,yum if you want a snack have something really good
a2a8kwce8rkb9t,b000lkxbl4,4,1348704000,good chips
a3psjeb2o37g8u,b000lkxbl4,5,1328140800,smiles
a2oeurogzdtxuj,b000lkxbl4,5,1327968000,my favorite kettle chip
a2no1txxs9t0ee,b000lkxbl4,5,1327536000,amazing service
a2ii09gqgwomtq,b000lkxbl4,5,1309478400,crunchy and spicy
aqqlwcmrndfgi,b000lkxbl4,4,1306540800,pretty tasty and decently spiced
a24zv048v7j0mt,b000lkxbl4,5,1293408000,great tasting chips
a3rmgikuwgpzok,b000lkxbl4,5,1245024000,fantastic
a3pjz8tu8fdq1k,b000lkxbl4,5,1237075200,one bite and youll become a chippoisseur
a3pjz8tu8fdq1k,b000lkxbl4,5,1229385600,one bite and youll become a chippoisseur
ax668buqrhi7c,b000lkxbl4,4,1216598400,delicious
a2ykwyc3wqjx5j,b000lkxbl4,5,1212451200,caution kettle chips are addictive
akmey1bshsdg7,b000lkxbl4,5,1202774400,crunch wow
a37d5847ln3wq,b000lkxbl4,4,1211414400,best chips out there
a1gv4hem6xzc06,b000lkxbl4,5,1197936000,these chips tasted good
