id_i,id_j,row
380,368,7740
380,370,7741
380,702,7742
381,123,7743
381,127,7744
381,128,7745
381,129,7746
381,138,7747
381,139,7748
381,147,7749
381,151,7750
381,152,7751
381,413,7752
381,589,7753
381,606,7754
381,766,7755
381,809,7756
381,890,7757
381,994,7758
381,1047,7759
381,1067,7760
381,1095,7761
381,1096,7762
381,1099,7763
381,1140,7764
381,1219,7765
381,1225,7766
381,1229,7767
381,1230,7768
381,1231,7769
381,1232,7770
381,1268,7771
381,1295,7772
381,1322,7773
381,1325,7774
381,1334,7775
381,1358,7776
381,1360,7777
381,1413,7778
381,1427,7779
381,1450,7780
381,1483,7781
381,1484,7782
381,1485,7783
381,1513,7784
381,1514,7785
381,1518,7786
381,1519,7787
381,1520,7788
381,1524,7789
381,1547,7790
381,1556,7791
381,1571,7792
381,1595,7793
381,1609,7794
381,1612,7795
381,1689,7796
381,1694,7797
381,1695,7798
382,23,7799
382,32,7800
382,33,7801
382,34,7802
382,35,7803
382,36,7804
382,37,7805
382,38,7806
382,62,7807
382,68,7808
382,69,7809
382,89,7810
382,323,7811
382,324,7812
382,455,7813
382,521,7814
382,648,7815
382,649,7816
382,650,7817
382,651,7818
382,667,7819
382,674,7820
382,879,7821
382,1317,7822
382,1638,7823
383,219,7824
383,220,7825
383,222,7826
383,223,7827
383,224,7828
383,227,7829
383,229,7830
383,709,7831
383,711,7832
383,714,7833
383,715,7834
383,716,7835
383,717,7836
383,1181,7837
383,1419,7838
383,1691,7839
383,1729,7840
384,282,7841
384,283,7842
384,284,7843
384,285,7844
384,404,7845
384,809,7846
384,811,7847
384,1595,7848
384,1596,7849
385,237,7850
385,239,7851
385,242,7852
385,492,7853
385,493,7854
385,494,7855
385,495,7856
385,496,7857
385,740,7858
385,742,7859
385,743,7860
385,998,7861
385,999,7862
385,1000,7863
385,1050,7864
385,1051,7865
385,1052,7866
385,1302,7867
385,1303,7868
385,1390,7869
385,1391,7870
385,1392,7871
385,1393,7872
386,121,7873
386,188,7874
386,290,7875
386,377,7876
386,440,7877
386,504,7878
386,825,7879
386,970,7880
386,971,7881
386,972,7882
386,973,7883
386,974,7884
386,975,7885
386,976,7886
386,977,7887
386,978,7888
386,979,7889
386,1109,7890
386,1110,7891
386,1111,7892
386,1112,7893
386,1113,7894
386,1552,7895
387,23,7896
387,32,7897
387,33,7898
387,34,7899
387,35,7900
387,36,7901
387,37,7902
387,38,7903
387,62,7904
387,68,7905
387,69,7906
387,89,7907
387,323,7908
387,324,7909
387,455,7910
387,521,7911
387,648,7912
387,649,7913
387,650,7914
387,651,7915
387,667,7916
387,674,7917
387,879,7918
387,1317,7919
387,1638,7920
388,84,7921
388,85,7922
388,86,7923
388,87,7924
388,123,7925
388,126,7926
388,127,7927
388,128,7928
388,129,7929
388,132,7930
388,134,7931
388,137,7932
388,138,7933
388,139,7934
388,140,7935
388,147,7936
388,150,7937
388,151,7938
388,152,7939
388,155,7940
388,391,7941
388,393,7942
388,467,7943
388,606,7944
388,657,7945
388,787,7946
388,790,7947
388,791,7948
388,817,7949
388,826,7950
388,827,7951
388,828,7952
388,829,7953
388,834,7954
388,835,7955
388,836,7956
388,839,7957
388,867,7958
388,877,7959
388,892,7960
388,910,7961
388,923,7962
388,1220,7963
388,1224,7964
388,1225,7965
388,1226,7966
388,1227,7967
388,1229,7968
388,1230,7969
388,1231,7970
388,1232,7971
388,1413,7972
388,1427,7973
388,1566,7974
389,435,7975
389,444,7976
389,731,7977
389,866,7978
389,945,7979
389,1206,7980
389,1513,7981
389,1682,7982
389,1695,7983
390,41,7984
390,526,7985
390,528,7986
390,531,7987
390,619,7988
390,621,7989
390,622,7990
390,704,7991
390,705,7992
390,706,7993
390,707,7994
390,708,7995
390,948,7996
390,952,7997
390,953,7998
390,1018,7999
390,1019,8000
390,1020,8001
390,1021,8002
390,1022,8003
390,1023,8004
390,1024,8005
390,1245,8006
391,123,8007
391,127,8008
391,128,8009
391,129,8010
391,138,8011
391,139,8012
391,147,8013
391,151,8014
391,152,8015
391,338,8016
391,339,8017
391,340,8018
391,341,8019
391,406,8020
391,518,8021
391,589,8022
391,606,8023
391,801,8024
391,870,8025
391,878,8026
391,980,8027
391,1136,8028
391,1225,8029
391,1229,8030
391,1230,8031
391,1231,8032
391,1232,8033
391,1248,8034
391,1304,8035
391,1308,8036
391,1329,8037
391,1340,8038
391,1349,8039
391,1366,8040
391,1367,8041
391,1413,8042
391,1426,8043
391,1427,8044
391,1443,8045
391,1446,8046
391,1556,8047
391,1559,8048
391,1560,8049
391,1623,8050
391,1628,8051
391,1631,8052
391,1663,8053
391,1725,8054
392,310,8055
392,311,8056
392,1236,8057
392,1237,8058
393,379,8059
393,889,8060
393,910,8061
393,911,8062
393,958,8063
393,959,8064
393,1069,8065
393,1095,8066
393,1096,8067
393,1316,8068
393,1318,8069
393,1334,8070
393,1400,8071
393,1401,8072
393,1422,8073
393,1432,8074
393,1444,8075
393,1446,8076
393,1462,8077
393,1526,8078
393,1527,8079
393,1528,8080
393,1529,8081
393,1530,8082
393,1531,8083
393,1532,8084
393,1533,8085
393,1534,8086
393,1535,8087
393,1536,8088
394,745,8089
394,746,8090
394,747,8091
394,1283,8092
394,1707,8093
394,1708,8094
394,1709,8095
394,1710,8096
395,30,8097
395,31,8098
395,390,8099
395,718,8100
395,860,8101
395,861,8102
395,910,8103
395,911,8104
395,926,8105
395,1095,8106
395,1096,8107
395,1138,8108
395,1139,8109
395,1185,8110
395,1322,8111
395,1362,8112
395,1363,8113
395,1367,8114
395,1461,8115
395,1462,8116
395,1483,8117
395,1484,8118
395,1485,8119
395,1492,8120
395,1560,8121
395,1569,8122
395,1570,8123
395,1571,8124
396,348,8125
396,813,8126
396,1316,8127
396,1369,8128
396,1401,8129
396,1402,8130
396,1421,8131
396,1448,8132
396,1450,8133
396,1462,8134
396,1483,8135
396,1484,8136
396,1485,8137
396,1524,8138
396,1562,8139
396,1607,8140
396,1608,8141
396,1635,8142
396,1650,8143
396,1651,8144
397,909,8145
397,910,8146
397,994,8147
397,1099,8148
397,1107,8149
397,1247,8150
397,1316,8151
397,1328,8152
397,1360,8153
397,1377,8154
397,1402,8155
397,1443,8156
397,1444,8157
397,1450,8158
397,1462,8159
397,1483,8160
397,1484,8161
397,1485,8162
397,1526,8163
397,1527,8164
397,1528,8165
397,1529,8166
397,1530,8167
397,1531,8168
397,1532,8169
397,1533,8170
397,1534,8171
397,1535,8172
397,1536,8173
397,1537,8174
397,1547,8175
397,1614,8176
397,1644,8177
397,1649,8178
397,1652,8179
398,576,8180
398,579,8181
398,693,8182
398,694,8183
398,695,8184
398,696,8185
398,909,8186
398,911,8187
398,928,8188
398,958,8189
398,959,8190
398,1001,8191
398,1049,8192
398,1244,8193
398,1247,8194
398,1316,8195
398,1511,8196
398,1547,8197
398,1558,8198
398,1610,8199
398,1636,8200
398,1722,8201
399,251,8202
399,325,8203
399,328,8204
399,330,8205
399,331,8206
399,342,8207
399,343,8208
399,344,8209
399,359,8210
399,360,8211
399,361,8212
399,529,8213
399,629,8214
399,630,8215
399,631,8216
399,632,8217
399,811,8218
399,910,8219
399,966,8220
399,967,8221
399,989,8222
399,1005,8223
399,1006,8224
399,1247,8225
399,1321,8226
399,1358,8227
399,1375,8228
399,1377,8229
399,1400,8230
399,1421,8231
399,1443,8232
399,1562,8233
399,1563,8234
399,1568,8235
399,1596,8236
399,1609,8237
399,1611,8238
399,1618,8239
399,1619,8240
400,1422,8241
400,1446,8242
401,156,8243
401,158,8244
401,159,8245
401,160,8246
401,190,8247
401,289,8248
401,298,8249
401,300,8250
401,379,8251
401,380,8252
401,838,8253
401,875,8254
401,891,8255
401,893,8256
401,943,8257
401,994,8258
401,1095,8259
401,1096,8260
401,1099,8261
401,1322,8262
401,1367,8263
401,1429,8264
401,1430,8265
401,1450,8266
401,1483,8267
401,1484,8268
401,1485,8269
401,1571,8270
401,1635,8271
401,1696,8272
401,1706,8273
402,838,8274
402,1706,8275
403,253,8276
403,373,8277
403,1347,8278
403,1627,8279
404,671,8280
404,927,8281
404,958,8282
404,959,8283
404,994,8284
404,1095,8285
404,1096,8286
404,1099,8287
404,1134,8288
404,1244,8289
404,1322,8290
404,1447,8291
404,1483,8292
404,1484,8293
404,1485,8294
404,1560,8295
404,1571,8296
404,1614,8297
404,1616,8298
404,1641,8299
404,1644,8300
404,1649,8301
404,1652,8302
404,1722,8303
405,1096,8304
405,1319,8305
405,1358,8306
405,1359,8307
405,1377,8308
405,1402,8309
405,1422,8310
405,1443,8311
405,1446,8312
405,1450,8313
405,1571,8314
406,26,8315
406,78,8316
406,322,8317
406,517,8318
406,594,8319
406,882,8320
406,934,8321
406,1146,8322
406,1373,8323
407,66,8324
407,231,8325
407,419,8326
407,421,8327
407,422,8328
407,456,8329
407,592,8330
407,633,8331
407,656,8332
407,760,8333
407,781,8334
407,782,8335
407,784,8336
408,994,8337
408,1099,8338
408,1244,8339
408,1334,8340
408,1366,8341
408,1367,8342
408,1400,8343
408,1401,8344
408,1434,8345
408,1448,8346
408,1461,8347
408,1463,8348
408,1518,8349
408,1519,8350
408,1520,8351
408,1587,8352
408,1588,8353
408,1589,8354
408,1590,8355
408,1607,8356
408,1608,8357
408,1612,8358
408,1722,8359
409,1133,8360
409,1138,8361
409,1139,8362
409,1328,8363
409,1439,8364
409,1513,8365
409,1695,8366
410,864,8367
410,865,8368
410,1099,8369
410,1334,8370
410,1367,8371
410,1375,8372
410,1377,8373
410,1434,8374
410,1443,8375
410,1513,8376
410,1526,8377
410,1527,8378
410,1528,8379
410,1529,8380
410,1530,8381
410,1531,8382
410,1532,8383
410,1533,8384
410,1534,8385
410,1535,8386
410,1536,8387
410,1546,8388
410,1556,8389
410,1560,8390
410,1562,8391
410,1695,8392
411,2,8393
411,7,8394
411,258,8395
411,468,8396
411,885,8397
411,1306,8398
411,1307,8399
411,1324,8400
411,1330,8401
411,1546,8402
412,994,8403
412,1099,8404
412,1299,8405
412,1366,8406
412,1462,8407
412,1524,8408
412,1546,8409
412,1558,8410
412,1562,8411
412,1607,8412
412,1608,8413
412,1609,8414
412,1612,8415
412,1652,8416
413,213,8417
413,718,8418
413,910,8419
413,994,8420
413,1099,8421
413,1134,8422
413,1244,8423
413,1312,8424
413,1328,8425
413,1400,8426
413,1443,8427
413,1446,8428
413,1526,8429
413,1527,8430
413,1528,8431
413,1529,8432
413,1530,8433
413,1531,8434
413,1532,8435
413,1533,8436
413,1534,8437
413,1535,8438
413,1536,8439
413,1556,8440
413,1611,8441
413,1612,8442
413,1722,8443
414,192,8444
414,1591,8445
415,23,8446
415,32,8447
415,33,8448
415,34,8449
415,35,8450
415,36,8451
415,37,8452
415,38,8453
415,62,8454
415,68,8455
415,69,8456
415,89,8457
415,323,8458
415,324,8459
415,455,8460
415,521,8461
415,648,8462
415,649,8463
415,650,8464
415,651,8465
415,667,8466
415,674,8467
415,879,8468
415,1317,8469
415,1638,8470
416,1439,8471
416,1450,8472
416,1467,8473
416,1468,8474
416,1473,8475
416,1482,8476
416,1571,8477
416,1607,8478
416,1608,8479
416,1640,8480
416,1713,8481
416,1714,8482
416,1715,8483
417,9,8484
417,52,8485
417,59,8486
417,497,8487
417,992,8488
417,993,8489
417,1018,8490
417,1019,8491
417,1020,8492
417,1021,8493
417,1022,8494
417,1023,8495
417,1024,8496
417,1215,8497
417,1221,8498
417,1252,8499
417,1253,8500
417,1254,8501
417,1257,8502
417,1258,8503
417,1259,8504
417,1296,8505
417,1728,8506
417,1730,8507
418,575,8508
418,577,8509
418,578,8510
418,920,8511
418,921,8512
418,922,8513
418,1159,8514
418,1160,8515
418,1161,8516
418,1162,8517
418,1163,8518
418,1165,8519
418,1166,8520
418,1167,8521
418,1168,8522
418,1169,8523
418,1170,8524
418,1171,8525
418,1172,8526
419,225,8527
419,228,8528
419,230,8529
419,1189,8530
419,1190,8531
419,1191,8532
419,1192,8533
419,1193,8534
420,23,8535
420,32,8536
420,33,8537
420,34,8538
420,35,8539
420,36,8540
420,37,8541
420,38,8542
420,62,8543
420,68,8544
420,69,8545
420,89,8546
420,323,8547
420,324,8548
420,455,8549
420,521,8550
420,648,8551
420,649,8552
420,650,8553
420,651,8554
420,667,8555
420,674,8556
420,879,8557
420,1317,8558
420,1638,8559
421,1025,8560
421,1026,8561
421,1027,8562
421,1028,8563
421,1029,8564
421,1474,8565
421,1475,8566
421,1476,8567
422,23,8568
422,32,8569
422,33,8570
422,34,8571
422,35,8572
422,36,8573
422,37,8574
422,38,8575
422,62,8576
422,68,8577
422,69,8578
422,89,8579
422,323,8580
422,324,8581
422,455,8582
422,521,8583
422,648,8584
422,649,8585
422,650,8586
422,651,8587
422,667,8588
422,674,8589
422,879,8590
422,1219,8591
422,1317,8592
422,1638,8593
423,284,8594
423,313,8595
423,314,8596
423,316,8597
423,317,8598
423,319,8599
423,380,8600
423,774,8601
423,1008,8602
423,1189,8603
423,1190,8604
423,1191,8605
423,1192,8606
423,1193,8607
423,1268,8608
423,1427,8609
423,1674,8610
424,529,8611
424,632,8612
424,958,8613
424,959,8614
424,966,8615
424,967,8616
424,994,8617
424,1005,8618
424,1006,8619
424,1095,8620
424,1099,8621
424,1200,8622
424,1450,8623
424,1483,8624
424,1484,8625
424,1485,8626
424,1568,8627
424,1571,8628
424,1618,8629
424,1619,8630
424,1649,8631
424,1652,8632
425,156,8633
425,158,8634
425,159,8635
425,160,8636
425,379,8637
425,576,8638
425,579,8639
425,671,8640
425,693,8641
425,694,8642
425,695,8643
425,696,8644
425,701,8645
425,864,8646
425,891,8647
425,893,8648
425,928,8649
425,1001,8650
426,575,8651
426,577,8652
426,578,8653
426,920,8654
426,921,8655
426,922,8656
426,1159,8657
426,1160,8658
426,1161,8659
426,1162,8660
426,1163,8661
426,1165,8662
426,1166,8663
426,1167,8664
426,1168,8665
426,1169,8666
426,1170,8667
426,1171,8668
426,1172,8669
426,1275,8670
426,1276,8671
427,589,8672
427,1068,8673
427,1178,8674
427,1300,8675
427,1310,8676
427,1311,8677
427,1322,8678
427,1334,8679
427,1439,8680
427,1443,8681
427,1444,8682
427,1447,8683
427,1571,8684
427,1635,8685
427,1725,8686
428,1278,8687
428,1290,8688
428,1291,8689
428,1292,8690
428,1293,8691
428,1294,8692
428,1347,8693
428,1379,8694
428,1499,8695
428,1500,8696
428,1501,8697
428,1503,8698
428,1585,8699
428,1586,8700
428,1627,8701
429,23,8702
429,32,8703
429,33,8704
429,34,8705
429,35,8706
429,36,8707
429,37,8708
429,38,8709
429,62,8710
429,68,8711
429,69,8712
429,89,8713
429,323,8714
429,324,8715
429,455,8716
429,521,8717
429,648,8718
429,649,8719
429,650,8720
429,651,8721
429,667,8722
429,674,8723
429,879,8724
429,1317,8725
429,1638,8726
430,132,8727
430,137,8728
430,140,8729
430,391,8730
430,498,8731
430,673,8732
430,726,8733
430,877,8734
430,892,8735
430,1226,8736
430,1235,8737
430,1704,8738
431,560,8739
431,943,8740
431,958,8741
431,959,8742
431,994,8743
431,1007,8744
431,1099,8745
431,1118,8746
431,1119,8747
431,1120,8748
431,1315,8749
431,1318,8750
431,1446,8751
431,1467,8752
431,1468,8753
431,1473,8754
431,1482,8755
431,1518,8756
431,1519,8757
431,1520,8758
431,1713,8759
431,1714,8760
431,1715,8761
432,54,8762
432,85,8763
432,262,8764
432,1318,8765
432,1401,8766
432,1426,8767
432,1450,8768
432,1462,8769
432,1513,8770
432,1558,8771
432,1571,8772
432,1695,8773
433,787,8774
433,788,8775
433,790,8776
433,791,8777
433,826,8778
433,827,8779
433,828,8780
433,829,8781
433,834,8782
433,835,8783
433,836,8784
433,839,8785
433,867,8786
433,1566,8787
434,585,8788
434,587,8789
434,982,8790
434,1073,8791
434,1178,8792
434,1194,8793
434,1195,8794
434,1310,8795
434,1311,8796
434,1353,8797
434,1354,8798
434,1355,8799
434,1409,8800
434,1451,8801
434,1666,8802
435,23,8803
435,32,8804
435,33,8805
435,34,8806
435,35,8807
435,36,8808
435,37,8809
435,38,8810
435,62,8811
435,68,8812
435,69,8813
435,89,8814
435,323,8815
435,324,8816
435,455,8817
435,521,8818
435,648,8819
435,649,8820
435,650,8821
435,651,8822
435,667,8823
435,674,8824
435,879,8825
435,1317,8826
435,1638,8827
436,718,8828
436,927,8829
436,928,8830
436,1135,8831
436,1244,8832
436,1318,8833
436,1328,8834
436,1374,8835
436,1432,8836
436,1462,8837
436,1463,8838
436,1511,8839
436,1526,8840
436,1527,8841
436,1528,8842
436,1529,8843
436,1530,8844
436,1531,8845
436,1532,8846
436,1533,8847
436,1534,8848
436,1535,8849
436,1536,8850
436,1557,8851
436,1562,8852
436,1636,8853
436,1640,8854
436,1642,8855
436,1645,8856
436,1722,8857
437,219,8858
437,220,8859
437,222,8860
437,223,8861
437,224,8862
437,227,8863
437,229,8864
437,330,8865
437,331,8866
437,359,8867
437,360,8868
437,361,8869
437,629,8870
437,630,8871
437,631,8872
437,709,8873
437,711,8874
437,714,8875
437,715,8876
437,716,8877
437,717,8878
437,1181,8879
438,23,8880
438,32,8881
438,33,8882
438,34,8883
438,35,8884
438,36,8885
438,37,8886
438,38,8887
438,62,8888
438,68,8889
438,69,8890
438,89,8891
438,323,8892
438,324,8893
438,455,8894
438,521,8895
438,648,8896
438,649,8897
438,650,8898
438,651,8899
438,667,8900
438,674,8901
438,879,8902
438,1317,8903
438,1638,8904
439,17,8905
439,910,8906
439,1025,8907
439,1026,8908
439,1027,8909
439,1028,8910
439,1029,8911
439,1299,8912
439,1367,8913
439,1398,8914
439,1414,8915
439,1474,8916
439,1475,8917
439,1476,8918
439,1483,8919
439,1484,8920
439,1485,8921
439,1563,8922
439,1571,8923
439,1641,8924
439,1646,8925
439,1648,8926
440,529,8927
440,632,8928
440,966,8929
440,967,8930
440,1005,8931
440,1006,8932
440,1211,8933
440,1212,8934
440,1213,8935
440,1218,8936
440,1222,8937
440,1557,8938
440,1558,8939
440,1568,8940
440,1618,8941
440,1619,8942
441,245,8943
441,246,8944
441,247,8945
441,289,8946
441,329,8947
441,332,8948
441,334,8949
441,336,8950
441,427,8951
441,434,8952
441,439,8953
441,440,8954
441,449,8955
441,613,8956
441,614,8957
441,615,8958
441,825,8959
441,838,8960
441,968,8961
441,1095,8962
441,1096,8963
441,1107,8964
441,1300,8965
441,1322,8966
441,1336,8967
441,1337,8968
441,1366,8969
441,1368,8970
441,1375,8971
441,1406,8972
441,1428,8973
441,1434,8974
441,1446,8975
441,1456,8976
441,1457,8977
441,1458,8978
441,1459,8979
441,1460,8980
441,1464,8981
441,1547,8982
441,1571,8983
441,1598,8984
441,1607,8985
441,1608,8986
441,1679,8987
441,1706,8988
442,489,8989
442,490,8990
442,491,8991
442,519,8992
442,663,8993
442,787,8994
442,846,8995
442,860,8996
442,888,8997
442,908,8998
442,994,8999
442,1096,9000
442,1450,9001
442,1483,9002
442,1484,9003
442,1485,9004
442,1647,9005
442,1650,9006
442,1651,9007
442,1652,9008
443,946,9009
443,1421,9010
444,994,9011
444,1099,9012
444,1125,9013
444,1334,9014
444,1360,9015
444,1368,9016
444,1377,9017
444,1410,9018
444,1441,9019
444,1548,9020
445,303,9021
445,404,9022
445,516,9023
445,685,9024
445,686,9025
445,687,9026
445,688,9027
445,689,9028
445,853,9029
446,117,9030
446,119,9031
446,215,9032
446,678,9033
446,680,9034
446,903,9035
446,1233,9036
446,1380,9037
446,1731,9038
447,425,9039
447,474,9040
447,544,9041
447,545,9042
447,548,9043
447,550,9044
447,552,9045
447,555,9046
447,557,9047
447,576,9048
447,579,9049
447,693,9050
447,694,9051
447,695,9052
447,696,9053
447,874,9054
447,1001,9055
447,1036,9056
447,1286,9057
447,1287,9058
447,1288,9059
448,478,9060
448,524,9061
448,623,9062
448,624,9063
448,848,9064
448,849,9065
448,1068,9066
448,1176,9067
448,1177,9068
448,1179,9069
448,1180,9070
449,994,9071
449,1095,9072
449,1096,9073
449,1133,9074
449,1135,9075
449,1247,9076
449,1299,9077
449,1312,9078
449,1314,9079
449,1328,9080
449,1350,9081
449,1374,9082
449,1402,9083
449,1410,9084
449,1434,9085
449,1447,9086
449,1456,9087
449,1483,9088
449,1484,9089
449,1485,9090
449,1546,9091
449,1548,9092
449,1557,9093
449,1571,9094
449,1607,9095
449,1608,9096
449,1645,9097
450,704,9098
450,705,9099
450,706,9100
450,707,9101
450,708,9102
450,787,9103
450,889,9104
450,911,9105
450,1312,9106
450,1318,9107
450,1319,9108
450,1350,9109
450,1368,9110
450,1402,9111
450,1426,9112
450,1446,9113
450,1467,9114
450,1468,9115
450,1473,9116
450,1482,9117
450,1641,9118
450,1713,9119
450,1714,9120
450,1715,9121
451,2,9122
451,3,9123
451,7,9124
451,658,9125
451,671,9126
451,860,9127
451,901,9128
451,1200,9129
451,1207,9130
451,1580,9131
451,1647,9132
451,1651,9133
451,1661,9134
451,1723,9135
451,1724,9136
452,529,9137
452,632,9138
452,966,9139
452,967,9140
452,1005,9141
452,1006,9142
452,1095,9143
452,1096,9144
452,1316,9145
452,1366,9146
452,1367,9147
452,1368,9148
452,1377,9149
452,1397,9150
452,1400,9151
452,1433,9152
452,1462,9153
452,1513,9154
452,1524,9155
452,1559,9156
452,1568,9157
452,1569,9158
452,1570,9159
452,1618,9160
452,1619,9161
452,1651,9162
452,1695,9163
453,57,9164
453,440,9165
454,529,9166
454,632,9167
454,966,9168
454,967,9169
454,994,9170
454,1005,9171
454,1006,9172
454,1099,9173
454,1375,9174
454,1377,9175
454,1397,9176
454,1400,9177
454,1401,9178
454,1432,9179
454,1444,9180
454,1558,9181
454,1568,9182
454,1615,9183
454,1618,9184
454,1619,9185
455,215,9186
455,678,9187
455,680,9188
455,1380,9189
456,23,9190
456,32,9191
456,33,9192
456,34,9193
456,35,9194
456,36,9195
456,37,9196
456,38,9197
456,62,9198
456,68,9199
456,69,9200
456,89,9201
456,323,9202
456,324,9203
456,455,9204
456,521,9205
456,648,9206
456,649,9207
456,650,9208
456,651,9209
456,667,9210
456,674,9211
456,879,9212
456,1317,9213
456,1638,9214
457,1095,9215
457,1096,9216
457,1316,9217
457,1318,9218
457,1322,9219
457,1367,9220
457,1377,9221
457,1426,9222
457,1444,9223
457,1446,9224
457,1450,9225
457,1462,9226
457,1463,9227
457,1483,9228
457,1484,9229
457,1485,9230
457,1494,9231
457,1546,9232
457,1571,9233
457,1607,9234
457,1608,9235
457,1609,9236
457,1612,9237
457,1652,9238
457,1716,9239
457,1717,9240
458,9,9241
458,52,9242
458,59,9243
458,497,9244
458,992,9245
458,993,9246
458,1025,9247
458,1026,9248
458,1027,9249
458,1028,9250
458,1029,9251
458,1215,9252
458,1221,9253
458,1252,9254
458,1253,9255
458,1254,9256
458,1257,9257
458,1258,9258
458,1259,9259
458,1296,9260
458,1474,9261
458,1475,9262
458,1476,9263
458,1728,9264
458,1730,9265
459,908,9266
459,910,9267
459,911,9268
459,994,9269
459,1099,9270
459,1312,9271
459,1377,9272
459,1410,9273
459,1434,9274
459,1439,9275
459,1443,9276
459,1444,9277
459,1483,9278
459,1484,9279
459,1485,9280
459,1521,9281
459,1522,9282
459,1523,9283
459,1563,9284
459,1571,9285
459,1607,9286
459,1608,9287
459,1652,9288
460,90,9289
460,425,9290
460,474,9291
460,544,9292
460,545,9293
460,548,9294
460,550,9295
460,552,9296
460,555,9297
460,557,9298
460,874,9299
460,898,9300
460,1036,9301
460,1249,9302
460,1286,9303
460,1287,9304
460,1288,9305
460,1632,9306
460,1664,9307
461,23,9308
461,32,9309
461,33,9310
461,34,9311
461,35,9312
461,36,9313
461,37,9314
461,38,9315
461,62,9316
461,68,9317
461,69,9318
461,89,9319
461,323,9320
461,324,9321
461,455,9322
461,521,9323
461,648,9324
461,649,9325
461,650,9326
461,651,9327
461,667,9328
461,674,9329
461,879,9330
461,1317,9331
461,1638,9332
462,83,9333
462,115,9334
463,529,9335
463,576,9336
463,579,9337
463,632,9338
463,693,9339
463,694,9340
463,695,9341
463,696,9342
463,789,9343
463,927,9344
463,966,9345
463,967,9346
463,1001,9347
463,1005,9348
463,1006,9349
463,1048,9350
463,1069,9351
463,1397,9352
463,1568,9353
463,1618,9354
463,1619,9355
464,425,9356
464,474,9357
464,544,9358
464,545,9359
464,548,9360
464,550,9361
464,552,9362
464,555,9363
464,557,9364
464,874,9365
464,1036,9366
464,1286,9367
464,1287,9368
464,1288,9369
465,9,9370
465,52,9371
465,59,9372
465,497,9373
465,498,9374
465,726,9375
465,992,9376
465,993,9377
465,1215,9378
465,1221,9379
465,1235,9380
465,1252,9381
465,1253,9382
465,1254,9383
465,1257,9384
465,1258,9385
465,1259,9386
465,1296,9387
465,1704,9388
465,1728,9389
465,1730,9390
466,201,9391
466,219,9392
466,220,9393
466,222,9394
466,223,9395
466,224,9396
466,227,9397
466,229,9398
466,709,9399
466,711,9400
466,714,9401
466,715,9402
466,716,9403
466,717,9404
466,833,9405
466,1181,9406
467,171,9407
467,374,9408
467,375,9409
467,573,9410
468,329,9411
468,332,9412
468,336,9413
468,434,9414
468,439,9415
468,529,9416
468,614,9417
468,632,9418
468,642,9419
468,643,9420
468,644,9421
468,647,9422
468,966,9423
468,967,9424
468,968,9425
468,1005,9426
468,1006,9427
468,1156,9428
468,1157,9429
468,1336,9430
468,1337,9431
468,1457,9432
468,1458,9433
468,1459,9434
468,1460,9435
468,1568,9436
468,1598,9437
468,1618,9438
468,1619,9439
469,50,9440
469,259,9441
469,345,9442
469,443,9443
469,704,9444
469,705,9445
469,706,9446
469,707,9447
469,708,9448
469,789,9449
469,899,9450
469,910,9451
469,929,9452
469,971,9453
469,972,9454
469,973,9455
469,974,9456
469,975,9457
469,976,9458
469,977,9459
469,978,9460
469,979,9461
469,1070,9462
469,1071,9463
469,1109,9464
469,1110,9465
469,1111,9466
469,1112,9467
469,1113,9468
469,1175,9469
469,1244,9470
469,1377,9471
469,1545,9472
469,1722,9473
470,23,9474
470,32,9475
470,33,9476
470,34,9477
470,35,9478
470,36,9479
470,37,9480
470,38,9481
470,62,9482
470,68,9483
470,69,9484
470,89,9485
470,323,9486
470,324,9487
470,455,9488
470,521,9489
470,648,9490
470,649,9491
470,650,9492
470,651,9493
470,667,9494
470,674,9495
470,879,9496
470,1317,9497
470,1638,9498
471,492,9499
471,493,9500
471,494,9501
471,495,9502
471,496,9503
471,1302,9504
471,1303,9505
471,1390,9506
471,1391,9507
471,1392,9508
471,1393,9509
472,469,9510
472,676,9511
472,825,9512
472,906,9513
472,1432,9514
473,29,9515
473,387,9516
473,406,9517
473,489,9518
473,490,9519
473,491,9520
473,506,9521
473,515,9522
473,519,9523
473,576,9524
473,579,9525
473,663,9526
473,693,9527
473,694,9528
473,695,9529
473,696,9530
473,704,9531
473,705,9532
473,706,9533
473,707,9534
473,708,9535
473,775,9536
473,809,9537
473,861,9538
473,863,9539
473,878,9540
473,910,9541
473,927,9542
473,928,9543
473,1001,9544
473,1048,9545
473,1095,9546
473,1096,9547
473,1135,9548
473,1244,9549
473,1318,9550
473,1322,9551
473,1328,9552
473,1368,9553
473,1399,9554
473,1433,9555
473,1443,9556
473,1483,9557
473,1484,9558
473,1485,9559
473,1559,9560
473,1563,9561
473,1571,9562
473,1595,9563
473,1611,9564
473,1614,9565
473,1616,9566
473,1641,9567
473,1722,9568
474,9,9569
474,52,9570
474,59,9571
474,497,9572
474,992,9573
474,993,9574
474,1049,9575
474,1107,9576
474,1215,9577
474,1221,9578
474,1244,9579
474,1252,9580
474,1253,9581
474,1254,9582
474,1257,9583
474,1258,9584
474,1259,9585
474,1296,9586
474,1315,9587
474,1461,9588
474,1483,9589
474,1484,9590
474,1485,9591
474,1571,9592
474,1722,9593
474,1728,9594
474,1730,9595
475,304,9596
475,383,9597
475,410,9598
475,446,9599
